Trace,LRU IPC,LLC Total MPKI,LLC Load MPKI,LLC Latency,L2C Total MPKI,L2C Load MPKI,L2C Latency,L1D Total MPKI,L1D Load MPKI,L1D Latency,L1I Total MPKI,L1I Load MPKI,L1I Latency,RQ Misses,WQ Full cycles
compute_int_401.txt,1.782000,2.018180,1.237830,409.200000,3.616790,2.451370,248.900000,29.807300,17.907240,34.540000,0.185230,0.185230,80.120000,82261.000000,71656.000000
compute_int_402.txt,1.032000,4.180450,2.644070,248.200000,4.557170,2.791560,248.500000,16.370680,8.597440,63.620000,0.473750,0.473750,99.080000,201998.000000,143822.000000
compute_int_403.txt,2.194000,1.093220,0.611500,336.900000,2.252960,1.384020,184.000000,15.687120,12.747740,23.610000,0.590630,0.590630,46.940000,68598.000000,53007.000000
compute_int_409.txt,1.250000,4.127960,2.636810,408.400000,6.237130,4.477880,290.900000,21.370840,13.143600,82.890000,0.461800,0.461800,95.410000,159679.000000,132638.000000
compute_int_411.txt,3.097000,0.144040,0.127790,224.800000,0.287780,0.260610,132.900000,3.673640,3.117630,11.260000,3.531450,3.531450,5.309000,11716.000000,32.000000
compute_int_415.txt,0.173800,34.484180,24.781880,180.900000,36.016230,25.861870,194.200000,46.227070,32.100980,160.700000,0.001520,0.001520,134.100000,3408446.000000,82.000000
compute_int_416.txt,1.184000,0.507190,0.366110,305.700000,2.037280,1.296460,96.390000,12.127250,5.329770,18.330000,8.532300,8.532300,8.741000,39633.000000,24624.000000
compute_int_436.txt,0.901500,9.407890,2.336530,353.800000,10.574650,3.424280,335.700000,73.015280,10.941310,44.310000,0.643330,0.643330,61.050000,657826.000000,515005.000000
compute_int_443.txt,1.644000,1.873970,1.221190,383.400000,3.142190,2.364660,249.200000,20.256000,12.115130,39.970000,0.177500,0.177500,78.830000,73064.000000,61853.000000
compute_int_448.txt,1.369000,4.568760,1.420360,212.200000,4.578280,1.426170,232.700000,52.150240,8.712470,12.880000,0.005060,0.005060,214.200000,370846.000000,169250.000000
compute_int_451.txt,1.667000,1.814920,1.147030,409.800000,3.065270,2.290630,263.200000,20.625110,12.670870,40.350000,0.176220,0.176220,81.760000,71633.000000,63838.000000
compute_int_456.txt,1.143000,4.574690,1.429870,317.000000,5.080520,1.932070,306.300000,52.754430,6.773980,23.320000,0.026650,0.026650,165.200000,287527.000000,211782.000000
compute_int_460.txt,1.262000,3.135110,2.185920,352.800000,5.390130,4.262770,225.800000,20.877420,14.186240,56.960000,0.038980,0.038980,70.270000,270290.000000,102009.000000
compute_int_480.txt,1.232000,1.986640,1.352090,153.700000,2.738270,2.000610,132.200000,13.218870,9.011170,25.560000,7.403130,7.403130,13.990000,146622.000000,53966.000000
compute_int_486.txt,1.203000,0.329180,0.272290,195.500000,0.516090,0.412430,145.300000,3.424220,1.841940,23.630000,8.886580,8.886580,7.884000,24625.000000,8675.000000
compute_int_490.txt,1.239000,0.161150,0.134960,171.100000,0.337990,0.264540,102.000000,2.344930,0.756010,17.460000,8.139180,8.139180,7.175000,12958.000000,3144.000000
compute_int_495.txt,1.002000,2.265020,1.557330,317.600000,5.403250,4.385750,153.500000,24.303980,21.225340,38.510000,3.102150,3.102150,12.760000,168046.000000,73561.000000
compute_int_497.txt,1.686000,2.579890,0.805180,328.800000,2.932350,1.154280,310.100000,47.698350,4.588950,14.830000,0.008200,0.008200,43.520000,161177.000000,127466.000000
compute_int_507.txt,2.327000,0.539360,0.078730,717.400000,1.690260,0.830990,249.400000,17.494850,10.802350,26.370000,0.058030,0.058030,57.000000,38410.000000,36347.000000
compute_int_510.txt,3.117000,0.023270,0.014830,163.400000,0.289980,0.179090,33.290000,1.025580,0.459180,10.320000,0.163760,0.163760,20.630000,1623.000000,636.000000
compute_int_511.txt,1.779000,0.640600,0.346680,330.600000,3.402060,2.959740,82.440000,15.461170,11.158550,19.510000,0.032460,0.032460,73.250000,55141.000000,44263.000000
compute_int_53.txt,2.334000,1.006880,0.561280,339.400000,2.077360,1.291740,185.000000,15.903150,13.244870,21.240000,0.567840,0.567840,45.860000,61901.000000,47244.000000
compute_int_532.txt,1.264000,2.821120,1.829940,212.300000,3.087740,1.955500,214.900000,29.137160,22.265030,19.940000,0.329300,0.329300,83.230000,125595.000000,91467.000000
compute_int_539.txt,0.336400,35.752940,35.702380,527.600000,35.768770,35.711740,548.400000,125.106050,124.944560,152.100000,0.143430,0.143430,120.600000,2466325.000000,1571742.000000
compute_int_540.txt,2.947000,0.053160,0.027450,150.900000,1.724860,1.596440,24.750000,16.350490,16.024260,11.400000,0.020590,0.020590,24.000000,3327.000000,4.000000
compute_int_556.txt,1.982000,1.338820,0.935030,332.700000,2.381840,1.957550,207.600000,10.309300,8.348080,50.300000,0.049630,0.049630,41.200000,38104.000000,33912.000000
compute_int_562.txt,1.028000,4.190270,2.639300,242.700000,4.557460,2.768880,243.900000,15.864290,8.250270,64.600000,0.475380,0.475380,94.270000,198545.000000,145502.000000
compute_int_569.txt,3.043000,0.419400,0.285520,179.300000,0.519250,0.373270,165.600000,3.564960,2.291940,22.640000,3.429290,3.429290,5.467000,24362.000000,5660.000000
compute_int_585.txt,1.592000,3.173980,0.995360,333.400000,3.558880,1.377090,318.200000,51.229040,4.890960,17.750000,0.007530,0.007530,105.900000,201187.000000,152349.000000
compute_int_587.txt,2.550000,0.305450,0.175770,315.600000,1.590180,0.925510,80.840000,13.215630,9.910670,9.542000,0.764900,0.764900,24.590000,19577.000000,13077.000000
compute_int_589.txt,1.573000,1.017270,0.819060,184.500000,1.228460,0.999310,173.600000,6.154440,5.001210,29.940000,3.129620,3.129620,21.590000,73902.000000,53849.000000
compute_int_6.txt,1.552000,1.884290,0.528330,171.800000,1.909390,0.549530,190.500000,25.378590,9.252210,13.140000,0.008640,0.008640,30.390000,133699.000000,109612.000000
compute_int_604.txt,1.462000,0.012040,0.007530,132.800000,0.015720,0.010880,122.300000,6.961530,4.484270,4.026000,0.028600,0.028600,7.625000,800.000000,0.000000
compute_int_610.txt,2.273000,0.459120,0.066180,703.300000,1.669950,0.886310,213.800000,18.344330,11.845840,23.960000,0.054110,0.054110,69.720000,31449.000000,30163.000000
compute_int_613.txt,1.653000,1.895070,1.169360,217.900000,2.121090,1.281950,215.600000,30.360360,19.187980,18.770000,0.179590,0.179590,84.700000,89070.000000,72185.000000
compute_int_615.txt,1.021000,4.205620,2.678040,244.900000,4.581360,2.811270,245.600000,16.142060,8.576480,64.150000,0.468590,0.468590,94.070000,202165.000000,145245.000000
compute_int_622.txt,1.792000,0.739050,0.652690,162.100000,0.932470,0.818400,149.200000,3.483870,2.905580,42.210000,3.005230,3.005230,10.010000,56715.000000,6281.000000
compute_int_632.txt,2.601000,2.100030,1.127620,453.600000,2.233880,1.248740,447.400000,15.056400,7.768180,61.770000,3.529280,3.529280,7.859000,133895.000000,81522.000000
compute_int_638.txt,2.015000,0.009660,0.008850,106.200000,0.009660,0.008850,127.200000,0.004640,0.000900,44.150000,0.037280,0.037280,33.090000,334.000000,0.000000
compute_int_641.txt,2.297000,1.020730,0.532900,387.900000,2.100880,1.178760,208.900000,15.312420,12.201030,25.430000,0.623240,0.623240,44.100000,62352.000000,58577.000000
compute_int_643.txt,1.032000,4.145890,2.633480,232.300000,4.502810,2.755770,234.700000,16.039310,8.430150,60.450000,0.466930,0.466930,95.160000,201063.000000,141074.000000
compute_int_668.txt,0.162600,52.756950,31.151460,872.800000,55.481600,32.660040,850.900000,206.321770,38.431540,231.300000,0.048600,0.048600,248.200000,4753926.000000,3960199.000000
compute_int_670.txt,1.598000,3.164090,0.993820,334.500000,3.537170,1.364210,320.100000,51.556860,4.896760,17.700000,0.007630,0.007630,121.400000,199412.000000,151628.000000
compute_int_681.txt,1.060000,5.070050,2.705870,161.900000,5.476040,3.077060,170.800000,17.216770,8.590760,51.140000,4.633170,4.633170,12.820000,296273.000000,168242.000000
compute_int_688.txt,1.476000,1.813460,1.145370,186.200000,1.955690,1.225490,193.500000,19.915060,12.191170,19.130000,0.173200,0.173200,83.650000,84547.000000,66349.000000
compute_int_706.txt,1.057000,2.293510,1.584880,188.400000,4.519400,3.474310,116.100000,14.079800,8.272810,28.070000,16.760470,16.760470,17.180000,170453.000000,81626.000000
compute_int_711.txt,1.675000,2.561800,0.777950,328.200000,2.892950,1.105860,311.600000,46.531690,4.422210,15.070000,0.008420,0.008420,65.580000,160429.000000,125440.000000
compute_int_712.txt,1.961000,0.178830,0.153510,801.200000,0.397800,0.289160,380.700000,20.015690,18.221570,14.410000,0.033520,0.033520,24.900000,10763.000000,12485.000000
compute_int_741.txt,2.532000,1.900780,0.940690,502.600000,2.299350,1.321700,436.300000,14.920620,6.502880,60.420000,5.718050,5.718050,6.665000,108631.000000,74422.000000
compute_int_751.txt,1.360000,2.680710,0.863770,680.900000,6.102520,3.318310,319.600000,26.733110,16.658330,76.750000,0.018150,0.018150,158.800000,231915.000000,194961.000000
compute_int_752.txt,1.313000,1.767740,1.585370,168.400000,2.209240,1.976360,155.500000,6.184870,5.134860,55.680000,3.637780,3.637780,14.810000,137648.000000,15579.000000
compute_int_764.txt,1.369000,4.540640,1.431500,215.200000,4.549760,1.437260,235.700000,51.512730,8.747610,13.410000,0.004800,0.004800,208.500000,364484.000000,158040.000000
compute_int_765.txt,1.886000,4.548120,0.440790,945.300000,6.264010,2.136990,707.100000,20.727200,13.780730,207.500000,0.089060,0.089060,177.700000,259325.000000,336891.000000
compute_int_794.txt,1.597000,1.024120,0.567270,297.600000,4.518790,3.695570,87.670000,21.758920,15.752400,18.620000,0.154920,0.154920,100.900000,74200.000000,70032.000000
compute_int_80.txt,1.140000,0.482850,0.404790,255.300000,1.002600,0.773160,143.400000,5.448920,2.608760,28.060000,9.708430,9.708430,8.361000,40793.000000,22386.000000
compute_int_816.txt,1.869000,1.878410,1.171360,433.400000,3.464960,2.345170,255.500000,29.053190,17.795510,34.600000,0.183380,0.183380,82.630000,78077.000000,69693.000000
compute_int_825.txt,1.228000,4.090420,2.568170,404.500000,6.246650,4.451470,285.500000,21.136560,12.966580,82.290000,0.470900,0.470900,96.200000,160524.000000,134328.000000
compute_int_835.txt,1.254000,0.430570,0.317190,287.200000,2.438570,1.653940,70.910000,14.575840,6.745850,14.160000,6.685870,6.685870,9.360000,34330.000000,18880.000000
compute_int_842.txt,1.082000,0.847300,0.439530,236.700000,3.024730,2.329860,86.580000,18.193190,15.320930,16.660000,5.762350,5.762350,17.110000,65191.000000,32830.000000
compute_int_850.txt,2.900000,0.585670,0.475060,220.900000,0.874340,0.731410,168.700000,6.502040,6.221320,26.490000,0.171580,0.171580,61.680000,41991.000000,10343.000000
compute_int_854.txt,1.111000,3.088050,2.405940,231.600000,6.393290,5.418210,132.400000,17.940150,13.617580,45.790000,26.009040,26.009040,10.200000,222972.000000,109720.000000
compute_int_856.txt,0.088940,79.337010,70.027800,379.000000,84.058110,72.965860,378.600000,129.933440,76.773360,254.400000,0.027050,0.027050,231.900000,6769037.000000,4829298.000000
compute_int_867.txt,2.315000,0.107430,0.097150,160.500000,0.272950,0.222450,83.530000,0.568580,0.402760,39.810000,0.218710,0.218710,18.280000,7528.000000,520.000000
compute_int_868.txt,1.427000,2.716610,2.005260,343.100000,5.269080,4.346160,197.400000,21.324880,15.513410,48.850000,0.042700,0.042700,65.520000,237394.000000,82791.000000
compute_int_88.txt,1.371000,4.574020,1.417180,210.000000,4.582600,1.422600,230.600000,51.841620,8.826450,12.930000,0.005000,0.005000,192.500000,369147.000000,164808.000000
compute_int_888.txt,2.598000,0.191000,0.154030,183.200000,32.314280,19.387410,21.360000,165.446100,152.254850,5.017000,0.255240,0.255240,43.020000,12799.000000,6287.000000
compute_int_9.txt,2.217000,0.010110,0.009280,107.300000,0.010110,0.009280,128.300000,0.004850,0.001000,48.200000,0.038070,0.038070,33.510000,359.000000,0.000000
compute_int_900.txt,1.478000,1.793580,1.128670,185.700000,1.945800,1.203160,192.100000,20.698030,12.492090,18.770000,0.174460,0.174460,82.000000,81108.000000,63706.000000
compute_int_903.txt,2.353000,0.387030,0.213770,329.400000,1.661470,0.915290,96.970000,11.893550,7.905900,13.610000,0.828160,0.828160,24.590000,24717.000000,18044.000000
compute_int_905.txt,1.416000,2.482660,1.666050,331.600000,5.379360,4.344740,173.500000,19.481410,13.936010,47.660000,0.047870,0.047870,55.040000,210490.000000,87247.000000
compute_int_913.txt,1.350000,4.618200,1.456440,218.000000,4.627330,1.462190,238.500000,52.134340,8.820600,13.710000,0.005040,0.005040,229.300000,372926.000000,170047.000000
compute_int_916.txt,1.198000,1.780080,1.567940,171.400000,2.413840,2.116320,147.100000,8.282990,6.822230,44.290000,5.472140,5.472140,12.510000,140242.000000,18421.000000
compute_int_917.txt,1.625000,4.580500,1.439830,370.500000,5.160930,2.017780,349.700000,56.837880,6.081520,25.140000,0.006150,0.006150,253.000000,333370.000000,171684.000000
compute_int_923.txt,1.561000,1.732160,0.511900,157.500000,1.758140,0.534070,176.100000,23.383470,9.088970,12.370000,0.010330,0.010330,26.930000,123805.000000,102880.000000
compute_int_931.txt,1.541000,1.676370,0.973060,321.600000,5.257420,4.370710,122.900000,21.264370,15.347970,31.090000,0.041800,0.041800,68.140000,139622.000000,80362.000000
compute_int_933.txt,1.162000,0.539140,0.420090,279.500000,1.479140,1.023120,122.200000,10.724690,3.789410,18.510000,9.914140,9.914140,8.471000,44048.000000,29490.000000
compute_int_944.txt,1.482000,2.636900,0.827710,150.700000,2.653330,0.841350,170.700000,45.488440,5.203930,5.488000,0.005080,0.005080,70.690000,189907.000000,122682.000000
compute_int_945.txt,1.332000,1.804360,0.519160,240.100000,4.571970,2.345020,115.200000,27.535570,14.011830,18.760000,6.468550,6.468550,17.420000,129675.000000,104516.000000
compute_int_949.txt,1.142000,4.423710,1.370520,319.400000,4.935050,1.877940,307.200000,51.402550,6.479250,23.180000,0.026740,0.026740,206.600000,281428.000000,212881.000000
compute_int_957.txt,1.707000,2.526430,0.775680,329.000000,2.856760,1.102990,311.800000,47.647900,4.547150,14.500000,0.008180,0.008180,66.900000,160497.000000,125880.000000
compute_int_96.txt,1.673000,2.221630,0.561860,654.200000,3.421010,1.412330,445.600000,26.333710,14.018190,57.440000,0.043070,0.043070,93.380000,169120.000000,162889.000000
crypto15.txt,3.808000,0.006620,0.006170,182.200000,0.007640,0.007020,178.700000,0.004660,0.003560,109.300000,0.050420,0.050420,23.880000,627.000000,227.000000
crypto21.txt,2.045000,1.371780,0.633890,564.600000,1.727920,0.843600,469.000000,3.568100,1.439780,213.300000,0.720970,0.720970,71.060000,80818.000000,70779.000000
crypto23.txt,1.937000,1.966770,0.907900,575.700000,2.472930,1.201440,478.700000,5.094630,2.015540,219.300000,0.951460,0.951460,73.510000,115858.000000,102631.000000
crypto27.txt,1.463000,2.912200,1.334140,587.400000,3.703250,1.776650,482.700000,7.620920,2.876680,222.200000,1.362280,1.362280,71.650000,167850.000000,151951.000000
crypto34.txt,3.404000,0.117660,0.024440,64.490000,0.159220,0.030890,68.390000,1.337960,0.331310,6.927000,0.577990,0.577990,5.434000,146.000000,0.000000
crypto45.txt,1.938000,1.961550,0.903720,576.200000,2.469780,1.198570,478.400000,5.098830,2.020900,218.600000,0.949290,0.949290,73.420000,115688.000000,102418.000000
