Trace,IPC,LLC Total MPKI,LLC Load MPKI,LLC Latency,L2C Total MPKI,L2C Load MPKI,L2C Latency,L1D Total MPKI,L1D Load MPKI,L1D Latency,L1I Total MPKI,L1I Load MPKI,L1I Latency,RQ Misses,WQ Full cycles
compute_int_751.txt,1.311000,4.275430,0.982200,452.900000,6.947760,3.750730,298.000000,28.579150,17.185390,76.300000,0.019820,0.019820,145.100000,240861.000000,206969.000000
compute_int_752.txt,1.331000,1.691160,1.451060,149.000000,2.423960,2.105400,123.900000,6.308530,5.254080,48.920000,3.805250,3.805250,12.980000,118848.000000,5358.000000
compute_int_764.txt,1.456000,5.196970,1.419780,136.300000,4.956340,1.440790,162.000000,40.308670,8.546920,13.510000,0.001330,0.001330,190.600000,233359.000000,155910.000000
compute_int_765.txt,1.647000,8.172110,0.862140,578.900000,6.820510,2.344480,713.500000,25.255840,16.620950,188.300000,0.104810,0.104810,135.900000,249670.000000,407185.000000
compute_int_794.txt,1.587000,1.284730,0.623220,170.800000,5.292350,4.183040,60.580000,22.053890,16.241870,15.370000,0.160500,0.160500,98.180000,74183.000000,61503.000000
compute_int_80.txt,1.142000,0.522500,0.362850,141.500000,1.130670,0.856510,84.780000,5.980680,3.045600,18.460000,10.111370,10.111370,8.124000,34408.000000,12634.000000
compute_int_816.txt,1.699000,3.039150,1.880310,321.600000,3.817800,2.765170,276.200000,29.935120,18.271640,38.720000,0.185400,0.185400,109.100000,113683.000000,79224.000000
compute_int_825.txt,1.078000,6.594220,3.831260,317.800000,7.237320,5.289090,309.700000,20.911340,12.750860,104.400000,0.488770,0.488770,111.300000,230938.000000,151452.000000
compute_int_835.txt,1.249000,0.455810,0.310480,170.500000,2.634790,1.786720,49.040000,15.200330,7.509160,10.950000,7.084120,7.084120,9.350000,31277.000000,11673.000000
compute_int_842.txt,1.059000,1.110800,0.555510,172.200000,3.417360,2.613550,75.500000,18.498940,15.634730,15.640000,5.755790,5.755790,19.450000,72173.000000,28758.000000
compute_int_850.txt,3.029000,0.411400,0.338260,136.400000,0.904110,0.719860,81.610000,3.427930,3.140550,25.800000,0.180890,0.180890,48.470000,24700.000000,2170.000000
