Trace,IPC,LLC Total MPKI,LLC Load MPKI,LLC Latency,L2C Total MPKI,L2C Load MPKI,L2C Latency,L1D Total MPKI,L1D Load MPKI,L1D Latency,L1I Total MPKI,L1I Load MPKI,L1I Latency,RQ Misses,WQ Full cycles
srv_11.txt,0.835200,1.695140,1.034280,155.300000,17.076180,14.411150,34.720000,48.420710,43.149030,17.310000,24.614950,24.614950,15.160000,123790,49042
srv_12.txt,0.634000,0.070000,0.047070,160.100000,7.368360,6.305070,20.640000,32.572510,18.242780,7.803000,66.701920,66.701920,9.177000,4194,612
srv_13.txt,0.636100,0.142800,0.096220,162.400000,8.345470,6.971160,21.750000,31.440860,17.359980,8.526000,64.752590,64.752590,9.341000,8449,2468
srv_14.txt,0.632100,0.022640,0.017560,173.300000,4.657470,4.288890,20.330000,40.527270,24.635360,7.324000,76.731240,76.731240,8.470000,1333,4
srv_15.txt,0.634500,0.025710,0.022220,173.300000,6.098230,5.513070,19.970000,41.028220,24.964160,7.569000,77.766620,77.766620,8.636000,1622,8
srv_16.txt,0.619200,0.014560,0.014450,193.300000,2.927380,2.862940,20.750000,36.932930,20.682600,6.305000,83.009340,83.009340,8.218000,812,1
srv_17.txt,0.619300,0.015650,0.015460,196.100000,3.227830,3.105530,20.500000,36.786190,20.565830,6.325000,82.447890,82.447890,8.281000,885,0
srv_18.txt,0.620900,0.276380,0.219460,157.700000,6.073940,5.350400,26.680000,42.696240,26.401530,8.595000,75.899810,75.899810,8.600000,19332,118
srv_19.txt,0.611200,0.272790,0.217460,157.700000,5.743780,4.955940,26.800000,39.795890,23.290750,8.190000,77.362130,77.362130,8.551000,19504,56
srv_2.txt,0.807700,2.359310,1.516450,142.700000,15.175180,12.205580,41.300000,22.047160,15.522170,24.640000,37.724460,37.724460,12.730000,162285,82240
srv_20.txt,0.587100,0.086900,0.055600,156.400000,7.438340,6.279520,20.830000,33.485140,17.994050,7.713000,70.790910,70.790910,9.230000,5097,1525
srv_21.txt,0.586500,0.088500,0.048900,156.200000,7.426290,6.369310,21.030000,33.368390,17.982730,7.707000,70.713660,70.713660,9.262000,4982,951
srv_22.txt,0.635600,0.094840,0.063900,166.000000,7.824780,6.655740,21.000000,31.432520,17.399560,8.045000,65.300050,65.300050,9.323000,5990,1334
srv_23.txt,0.636500,0.020790,0.016690,167.200000,4.519160,4.160390,20.150000,41.427650,25.295790,7.278000,77.630400,77.630400,8.417000,1164,8
srv_24.txt,0.616700,0.014510,0.014460,194.500000,2.694520,2.605040,20.720000,36.923330,20.783420,6.290000,83.045110,83.045110,8.198000,803,0
srv_25.txt,0.611200,0.265330,0.208770,156.700000,4.738060,4.164210,28.370000,39.912850,23.338340,8.024000,78.456300,78.456300,8.344000,18644,79
srv_26.txt,0.582300,0.056090,0.036170,157.900000,8.116990,7.112790,20.300000,33.403950,18.006570,7.546000,71.365850,71.365850,9.450000,3431,621
srv_27.txt,1.690000,1.118740,0.883070,152.500000,2.631740,1.648640,84.050000,7.918660,4.488600,29.930000,3.384040,3.384040,8.531000,81891,1699
srv_28.txt,1.650000,1.312120,0.999800,153.100000,2.899860,1.768100,88.470000,8.694600,4.771210,31.350000,3.954280,3.954280,8.346000,91619,3714
srv_29.txt,1.658000,1.350920,1.048230,151.600000,2.999630,1.824400,87.440000,8.875040,4.797560,31.480000,3.441950,3.441950,8.505000,91575,3197
srv_3.txt,0.811100,2.280670,1.487640,141.100000,14.845090,11.969590,40.780000,21.715000,15.310700,23.850000,37.373030,37.373030,12.880000,157779,78385
srv_30.txt,1.674000,1.245640,0.973340,153.100000,2.814390,1.730900,86.990000,8.401610,4.626890,31.050000,3.594120,3.594120,8.302000,86999,3034
srv_31.txt,1.680000,1.173310,0.917680,152.700000,2.715880,1.683130,85.180000,8.135800,4.549080,30.350000,3.747610,3.747610,8.221000,83359,1965
srv_32.txt,1.074000,0.098460,0.058770,167.400000,3.239270,2.454380,23.760000,14.289450,10.687140,11.080000,83.965260,83.965260,6.693000,7343,2488
srv_33.txt,0.577100,30.074860,7.726440,369.100000,36.817770,16.310010,320.400000,118.251730,39.604230,98.150000,40.114800,40.114800,10.940000,1065414,1281691
srv_34.txt,0.578100,29.917970,7.718070,364.600000,36.959850,16.486390,314.000000,117.889880,39.595620,96.870000,40.193040,40.193040,11.000000,1053462,1270681
srv_35.txt,0.576100,29.781950,7.700790,362.900000,36.898590,16.416810,311.800000,117.799000,39.624150,96.110000,40.534190,40.534190,11.100000,1055264,1264238
srv_36.txt,0.574400,30.187370,7.754490,365.700000,36.899220,16.260100,318.100000,118.421900,39.640560,97.530000,39.886600,39.886600,11.070000,1064454,1281824
srv_37.txt,0.569800,30.125970,7.783960,364.300000,37.005910,16.351850,315.500000,118.255220,39.686650,97.060000,40.323010,40.323010,11.360000,1071174,1276774
srv_38.txt,0.576000,30.149390,7.793340,367.700000,36.939310,16.471680,319.000000,118.269250,39.761490,97.950000,39.772900,39.772900,11.290000,1071403,1281943
srv_39.txt,0.576700,29.918000,7.757240,364.500000,36.920170,16.451780,314.300000,117.866440,39.555270,96.860000,40.158990,40.158990,11.200000,1055384,1269420
srv_4.txt,0.838400,2.242210,1.402230,145.500000,14.944380,12.129230,40.970000,22.227570,15.814780,24.300000,37.606700,37.606700,12.300000,154494,80472
srv_40.txt,0.956700,11.960920,3.325740,510.800000,10.392050,4.820060,607.800000,36.165960,13.397390,166.000000,7.238240,7.238240,25.260000,415301,462399
srv_41.txt,0.700300,2.534600,1.251940,180.200000,13.992980,10.417330,51.340000,22.139120,12.405940,30.360000,31.180840,31.180840,13.550000,168297,81644
srv_42.txt,0.579600,0.690520,0.376390,153.800000,15.779100,12.106240,25.570000,41.267270,21.936130,11.720000,54.025650,54.025650,11.150000,50410,17111
